jct,workloads,scheduler
1.2779451971930373,PageRank,DRL-Sched
1.1987409799717326,PageRank,DRL-Sched
1.164609278947325,PageRank,DRL-Sched
1.22050309433875,PageRank,DRL-Sched
1.2400254947096607,PageRank,DRL-Sched
1.3042280057518605,PageRank,DRL-Sched
1.3301854637967314,PageRank,DRL-Sched
1.2405405120140425,PageRank,DRL-Sched
1.3151840273528557,PageRank,DRL-Sched
1.272159251001923,PageRank,DRL-Sched
1.3113859813784468,PageRank,DRL-Sched
1.1940934167170887,PageRank,DRL-Sched
1.2032505436964636,PageRank,DRL-Sched
1.3042116281142864,PageRank,DRL-Sched
1.246568764000081,PageRank,DRL-Sched
1.3542769172843667,PageRank,DRL-Sched
1.319050987921023,PageRank,DRL-Sched
1.2684278824840405,PageRank,DRL-Sched
1.2719646063453383,PageRank,DRL-Sched
1.2829956701868759,PageRank,DRL-Sched
1.3676087407764448,PageRank,DRL-Sched
1.2201671899953845,PageRank,DRL-Sched
1.3188639618349483,PageRank,DRL-Sched
1.1816216642041861,PageRank,DRL-Sched
1.276623943557863,PageRank,DRL-Sched
1.330976038384221,PageRank,DRL-Sched
1.3247325513042285,PageRank,DRL-Sched
1.3187525522053976,PageRank,DRL-Sched
1.2296123437497397,PageRank,DRL-Sched
1.2696283792542298,PageRank,DRL-Sched
1.392170276232795,PageRank,DRL-Sched
1.3683495211982706,PageRank,DRL-Sched
1.2372614772773134,PageRank,DRL-Sched
1.204830971059759,PageRank,DRL-Sched
1.3047174791046958,PageRank,DRL-Sched
1.239489593674369,PageRank,DRL-Sched
1.2853285449766791,PageRank,DRL-Sched
1.2651981415781168,PageRank,DRL-Sched
1.268225557948227,PageRank,DRL-Sched
1.2768354885563205,PageRank,DRL-Sched
1.2819097691897017,PageRank,DRL-Sched
1.2865762050873006,PageRank,DRL-Sched
1.2618098712214385,PageRank,DRL-Sched
1.416937747056665,PageRank,DRL-Sched
1.2962338644964042,PageRank,DRL-Sched
1.3218735292139818,PageRank,DRL-Sched
1.1647128189572342,PageRank,DRL-Sched
1.1969744961389943,PageRank,DRL-Sched
1.2717449919147554,PageRank,DRL-Sched
1.2088717216861284,PageRank,DRL-Sched
1.1621702332285262,PageRank,DRL-Sched
1.2732279008769396,PageRank,DRL-Sched
1.3164087102453232,PageRank,DRL-Sched
1.3050390309171367,PageRank,DRL-Sched
1.2693039681900675,PageRank,DRL-Sched
1.3162165751949693,PageRank,DRL-Sched
1.2650995498238298,PageRank,DRL-Sched
1.3719007907379377,PageRank,DRL-Sched
1.288933683812369,PageRank,DRL-Sched
1.301926077399093,PageRank,DRL-Sched
1.2035016152962599,PageRank,DRL-Sched
1.2848922544760308,PageRank,DRL-Sched
1.3131710165976958,PageRank,DRL-Sched
1.2722673384006218,PageRank,DRL-Sched
1.1985810044759038,PageRank,DRL-Sched
1.1770898011562279,PageRank,DRL-Sched
1.2702853537592182,PageRank,DRL-Sched
1.2960629018100382,PageRank,DRL-Sched
1.3216016334149916,PageRank,DRL-Sched
1.2713499550927196,PageRank,DRL-Sched
1.3300256476689412,PageRank,DRL-Sched
1.3818030574054518,PageRank,DRL-Sched
1.4029841836159402,PageRank,DRL-Sched
1.3867938152258543,PageRank,DRL-Sched
1.074284816357013,Terasort,DRL-Sched
1.0189986102275896,Terasort,DRL-Sched
1.095762340539418,Terasort,DRL-Sched
1.095146778535944,Terasort,DRL-Sched
1.0339904276583844,Terasort,DRL-Sched
1.1474876293022034,Terasort,DRL-Sched
1.1011310817019548,Terasort,DRL-Sched
1.1556803201978072,Terasort,DRL-Sched
1.1824897951604378,Terasort,DRL-Sched
1.180731747806179,Terasort,DRL-Sched
1.0872033531790697,Terasort,DRL-Sched
1.0687751159348027,Terasort,DRL-Sched
1.0606224711905536,Terasort,DRL-Sched
1.0796183393368315,Terasort,DRL-Sched
1.1006549662605734,Terasort,DRL-Sched
1.0375864579016914,Terasort,DRL-Sched
1.0697607144658783,Terasort,DRL-Sched
1.042962982663485,Terasort,DRL-Sched
1.1024048790174026,Terasort,DRL-Sched
1.2038930670513044,Terasort,DRL-Sched
1.0949493258202105,Terasort,DRL-Sched
1.219301604550595,Terasort,DRL-Sched
1.1744165698187674,Terasort,DRL-Sched
1.1353505572340363,Terasort,DRL-Sched
1.1982076733165834,Terasort,DRL-Sched
1.1846750451823516,Terasort,DRL-Sched
1.0579325876883847,Terasort,DRL-Sched
1.1259717790005213,Terasort,DRL-Sched
1.1099746859698012,Terasort,DRL-Sched
1.1142572407043978,Terasort,DRL-Sched
1.160007714814688,Terasort,DRL-Sched
1.1673478118188407,Terasort,DRL-Sched
1.1198472303282645,Terasort,DRL-Sched
1.1320836114887316,Terasort,DRL-Sched
1.1869387656678994,Terasort,DRL-Sched
1.1346475530157722,Terasort,DRL-Sched
1.154807240477751,Terasort,DRL-Sched
1.1174550614300065,Terasort,DRL-Sched
1.2207533402754442,Terasort,DRL-Sched
1.12822846364672,Terasort,DRL-Sched
1.1383641016760344,Terasort,DRL-Sched
1.0422943475701705,Terasort,DRL-Sched
1.1483878206826885,Terasort,DRL-Sched
1.1378927788728306,Terasort,DRL-Sched
1.2328138655542886,Terasort,DRL-Sched
1.1840848622591456,Terasort,DRL-Sched
1.1352643989357276,Terasort,DRL-Sched
1.1338138783841987,Terasort,DRL-Sched
1.1621453494121021,Terasort,DRL-Sched
1.092924263830461,Terasort,DRL-Sched
1.0270836633322264,Terasort,DRL-Sched
1.0575843473689097,Terasort,DRL-Sched
1.1840096393114232,Terasort,DRL-Sched
1.26664671223101,Terasort,DRL-Sched
1.226074109715315,Terasort,DRL-Sched
1.1549302267963322,Terasort,DRL-Sched
1.1058332655364251,Terasort,DRL-Sched
1.1155411439070126,Terasort,DRL-Sched
1.1446919288576356,Terasort,DRL-Sched
1.1375516602278128,Terasort,DRL-Sched
1.1960556091042798,Terasort,DRL-Sched
1.100914663550472,Terasort,DRL-Sched
1.155798671245279,Terasort,DRL-Sched
1.156107443701104,Terasort,DRL-Sched
1.0494076192304558,Terasort,DRL-Sched
1.0944046452608218,Terasort,DRL-Sched
1.1223345875665298,Terasort,DRL-Sched
1.1807925514532298,Terasort,DRL-Sched
1.0900463232671322,Terasort,DRL-Sched
1.222848783278534,Terasort,DRL-Sched
1.1050647984192457,Terasort,DRL-Sched
1.1941498639845143,Terasort,DRL-Sched
1.119702046583194,Terasort,DRL-Sched
1.2806583730229335,Terasort,DRL-Sched
1.1889630074132862,Terasort,DRL-Sched
1.1021797036023555,Terasort,DRL-Sched
1.2106708362491156,Terasort,DRL-Sched
1.1490956334992946,Terasort,DRL-Sched
1.0762398002455307,Terasort,DRL-Sched
1.1393246158586485,Terasort,DRL-Sched
1.052735383715021,Terasort,DRL-Sched
1.0738160086166395,Terasort,DRL-Sched
1.1983860702915439,Terasort,DRL-Sched
1.170339264070468,Terasort,DRL-Sched
1.136038079397048,Terasort,DRL-Sched
1.1296067134647487,Terasort,DRL-Sched
1.1026449082520269,Terasort,DRL-Sched
1.111657664557238,Terasort,DRL-Sched
1.180529098372774,Terasort,DRL-Sched
1.1263567219401083,Terasort,DRL-Sched
1.0102844399191395,Terasort,DRL-Sched
1.1654747007293786,Terasort,DRL-Sched
1.215200272557831,Terasort,DRL-Sched
1.192139792626103,Terasort,DRL-Sched
1.1951115802936534,Terasort,DRL-Sched
1.1516994710204942,Terasort,DRL-Sched
1.136675585933204,Terasort,DRL-Sched
1.1036667938075013,Terasort,DRL-Sched
1.1614489195129398,Terasort,DRL-Sched
1.135701116502972,Terasort,DRL-Sched
1.4049694193947988,Kmeans,PID-Sched
1.3153202249588827,Kmeans,PID-Sched
1.4237861037836095,Kmeans,PID-Sched
1.3128979128504794,Kmeans,PID-Sched
1.5771397938510574,Kmeans,PID-Sched
1.6138438079740984,Kmeans,PID-Sched
1.6539246184018974,Kmeans,PID-Sched
1.6664941999477114,Kmeans,PID-Sched
1.621561373060743,Kmeans,PID-Sched
1.6286741101559576,Kmeans,PID-Sched
1.6220264853115978,Kmeans,PID-Sched
1.684457350270235,Kmeans,PID-Sched
1.5993373729421714,Kmeans,PID-Sched
1.6775281857658486,Kmeans,PID-Sched
1.5772367723391392,Kmeans,PID-Sched
1.5964000473163027,Kmeans,PID-Sched
1.722157098617821,Kmeans,PID-Sched
1.600369913779123,Kmeans,PID-Sched
1.5602615859700766,Kmeans,PID-Sched
1.6900988438597229,Kmeans,PID-Sched
1.559058020247728,Kmeans,PID-Sched
1.6436381090730603,Kmeans,PID-Sched
1.7306260377429872,Kmeans,PID-Sched
1.8125647125429631,Kmeans,PID-Sched
1.5872386736265938,Kmeans,PID-Sched
1.7359667608007214,Kmeans,PID-Sched
1.6940967647103509,Kmeans,PID-Sched
1.5124697742976148,Kmeans,PID-Sched
1.532704252682065,Kmeans,PID-Sched
1.5639958441933122,Kmeans,PID-Sched
1.6664136390942448,Kmeans,PID-Sched
1.636206768305731,Kmeans,PID-Sched
1.7593399671564056,Kmeans,PID-Sched
1.6499521092094191,Kmeans,PID-Sched
1.68708454929627,Kmeans,PID-Sched
1.6888282736658655,Kmeans,PID-Sched
1.7476676486732918,Kmeans,PID-Sched
1.5476273516104635,Kmeans,PID-Sched
1.6761504739409994,Kmeans,PID-Sched
1.6066210302486705,Kmeans,PID-Sched
1.7039478805774186,Kmeans,PID-Sched
1.688973811565634,Kmeans,PID-Sched
1.60922529778899,Kmeans,PID-Sched
1.5568068733380334,Kmeans,PID-Sched
1.6941198109413174,Kmeans,PID-Sched
1.6214153924324255,Kmeans,PID-Sched
1.7392784214952934,Kmeans,PID-Sched
1.750477200733461,Kmeans,PID-Sched
1.8397880971996337,Kmeans,PID-Sched
1.6518506176745076,Kmeans,PID-Sched
1.5648610232976021,Kmeans,PID-Sched
1.734560824758569,Kmeans,PID-Sched
1.6688386268545454,Kmeans,PID-Sched
1.636149987774063,Kmeans,PID-Sched
1.5670298687994564,Kmeans,PID-Sched
1.5524853744568154,Kmeans,PID-Sched
1.6880094444682687,Kmeans,PID-Sched
1.6346165502362455,Kmeans,PID-Sched
1.6240349289732352,Kmeans,PID-Sched
1.6896119945699817,Kmeans,PID-Sched
1.6867664409824261,Kmeans,PID-Sched
1.7332590190901798,Kmeans,PID-Sched
1.8646886679236723,Kmeans,PID-Sched
1.7135057859590963,Kmeans,PID-Sched
1.698825129115895,Kmeans,PID-Sched
1.6705886332081126,Kmeans,PID-Sched
1.579892508240717,Kmeans,PID-Sched
1.7203063533637943,Kmeans,PID-Sched
1.5670534339662185,Kmeans,PID-Sched
1.671983156209261,Kmeans,PID-Sched
1.5419696795185742,Kmeans,PID-Sched
1.7130286194301096,Kmeans,PID-Sched
1.7798973151632087,Kmeans,PID-Sched
1.6287653978869374,Kmeans,PID-Sched
1.5861867594513237,Kmeans,PID-Sched
1.5687482568480242,Kmeans,PID-Sched
1.6437249116795365,Kmeans,PID-Sched
1.6617016293738955,Kmeans,PID-Sched
1.7243513064191716,Kmeans,PID-Sched
1.5316370476059475,Kmeans,PID-Sched
1.752805143965865,Kmeans,PID-Sched
1.6767818678550148,Kmeans,PID-Sched
1.7553299490869614,Kmeans,PID-Sched
1.8543096396825827,Kmeans,PID-Sched
1.577872037438622,Kmeans,PID-Sched
1.6380578405274473,Kmeans,PID-Sched
1.6010168445193351,Kmeans,PID-Sched
1.6576751288117688,Kmeans,PID-Sched
1.8150112715009685,Kmeans,PID-Sched
1.5702152526141602,Kmeans,PID-Sched
1.6866475596731207,Kmeans,PID-Sched
1.7572846501398818,Kmeans,PID-Sched
1.7896408589321549,Kmeans,PID-Sched
1.7848156024482997,Kmeans,PID-Sched
1.7312463700952316,Kmeans,PID-Sched
1.7692584853067408,Kmeans,PID-Sched
1.8144411896984067,Kmeans,PID-Sched
1.7358742614623337,Kmeans,PID-Sched
1.6751195664070506,Kmeans,PID-Sched
1.7548371688333655,Kmeans,PID-Sched
1.3252467991244363,PageRank,PID-Sched
1.337516019172362,PageRank,PID-Sched
1.1193014527055558,PageRank,PID-Sched
1.4514723042809508,PageRank,PID-Sched
1.3108360743308007,PageRank,PID-Sched
1.382242848788262,PageRank,PID-Sched
1.4787673249424789,PageRank,PID-Sched
1.4754621971209607,PageRank,PID-Sched
1.4750053136121084,PageRank,PID-Sched
1.4475580618220354,PageRank,PID-Sched
1.3277168184912105,PageRank,PID-Sched
1.2997861816698801,PageRank,PID-Sched
1.3005548586096634,PageRank,PID-Sched
1.5070797840683647,PageRank,PID-Sched
1.385174676765623,PageRank,PID-Sched
1.3593542900129163,PageRank,PID-Sched
1.427346959256885,PageRank,PID-Sched
1.4964051961402651,PageRank,PID-Sched
1.3019401619842979,PageRank,PID-Sched
1.4150295334539646,PageRank,PID-Sched
1.519576379685981,PageRank,PID-Sched
1.3674700970231481,PageRank,PID-Sched
1.5540474624181002,PageRank,PID-Sched
1.4324291210438886,PageRank,PID-Sched
1.3573229572924599,PageRank,PID-Sched
1.4293468956265771,PageRank,PID-Sched
1.4283094352208385,PageRank,PID-Sched
1.371151930956477,PageRank,PID-Sched
1.3463788236644154,PageRank,PID-Sched
1.386357294088471,PageRank,PID-Sched
1.4148057964466754,PageRank,PID-Sched
1.3644097832614936,PageRank,PID-Sched
1.4119566434011916,PageRank,PID-Sched
1.43362618354715,PageRank,PID-Sched
1.383464794211684,PageRank,PID-Sched
1.5445936103005264,PageRank,PID-Sched
1.485480541664581,PageRank,PID-Sched
1.3542325833504107,PageRank,PID-Sched
1.3586963315037117,PageRank,PID-Sched
1.3998464804921433,PageRank,PID-Sched
1.425949337903547,PageRank,PID-Sched
1.3891434459275882,PageRank,PID-Sched
1.414247966468088,PageRank,PID-Sched
1.421639120859047,PageRank,PID-Sched
1.3728068378853089,PageRank,PID-Sched
1.3725747557739791,PageRank,PID-Sched
1.3743723145694464,PageRank,PID-Sched
1.3798044240838827,PageRank,PID-Sched
1.3766605152957538,PageRank,PID-Sched
1.3905376158646747,PageRank,PID-Sched
1.4311702224843106,PageRank,PID-Sched
1.4844886193759406,PageRank,PID-Sched
1.4830621737709873,PageRank,PID-Sched
1.3259499679970257,PageRank,PID-Sched
1.4795490552539086,PageRank,PID-Sched
1.4174394204279228,PageRank,PID-Sched
1.4370319197551098,PageRank,PID-Sched
1.3605249136986766,PageRank,PID-Sched
1.5238053969757455,PageRank,PID-Sched
1.2859122266638991,PageRank,PID-Sched
1.391399420602937,PageRank,PID-Sched
1.403784919494381,PageRank,PID-Sched
1.433643499670396,PageRank,PID-Sched
1.3892179565420104,PageRank,PID-Sched
1.4367000268120127,PageRank,PID-Sched
1.461885519680873,PageRank,PID-Sched
1.3841146804958084,PageRank,PID-Sched
1.3897633733537855,PageRank,PID-Sched
1.2799408941063783,PageRank,PID-Sched
1.39753979747857,PageRank,PID-Sched
1.4219409899909141,PageRank,PID-Sched
1.3859895729277893,PageRank,PID-Sched
1.3002972000273851,PageRank,PID-Sched
1.3001022658019785,PageRank,PID-Sched
1.4061450991840518,PageRank,PID-Sched
1.369297016266001,PageRank,PID-Sched
1.4031025430350275,PageRank,PID-Sched
1.4487987036962835,PageRank,PID-Sched
1.3497807029109194,PageRank,PID-Sched
1.3439057792567175,PageRank,PID-Sched
1.426053237752047,PageRank,PID-Sched
1.4498996309536492,PageRank,PID-Sched
1.4126571983272025,PageRank,PID-Sched
1.4714160772508067,PageRank,PID-Sched
1.4534314270556685,PageRank,PID-Sched
1.5801793458442142,PageRank,PID-Sched
1.4460344059920631,PageRank,PID-Sched
1.4146522353619353,PageRank,PID-Sched
1.3382809842960297,PageRank,PID-Sched
1.3907140893278778,PageRank,PID-Sched
1.374848524678659,PageRank,PID-Sched
1.3714581907135044,PageRank,PID-Sched
1.3586127640720835,PageRank,PID-Sched
1.432213082588616,PageRank,PID-Sched
1.3845886694068608,PageRank,PID-Sched
1.4322302027510296,PageRank,PID-Sched
1.3152313544835148,PageRank,PID-Sched
1.6297204929148723,PageRank,PID-Sched
1.6857813233874186,PageRank,PID-Sched
1.4736408232177494,PageRank,PID-Sched
1.1515809154711212,Terasort,PID-Sched
1.1863819955785766,Terasort,PID-Sched
1.2195563359907595,Terasort,PID-Sched
1.231545937255132,Terasort,PID-Sched
1.2345016049516686,Terasort,PID-Sched
1.198874928144694,Terasort,PID-Sched
1.2422310520699564,Terasort,PID-Sched
1.2943984425027453,Terasort,PID-Sched
1.2638961086272547,Terasort,PID-Sched
1.2815116390031782,Terasort,PID-Sched
1.2686132583355518,Terasort,PID-Sched
1.1895871713835484,Terasort,PID-Sched
1.2511327927814435,Terasort,PID-Sched
1.2812657640716516,Terasort,PID-Sched
1.1944247482641976,Terasort,PID-Sched
1.2850218325024911,Terasort,PID-Sched
1.1954692176306017,Terasort,PID-Sched
1.290538188611968,Terasort,PID-Sched
1.3268431561337317,Terasort,PID-Sched
1.2298431886421846,Terasort,PID-Sched
1.2323034121681071,Terasort,PID-Sched
1.1721278146016474,Terasort,PID-Sched
1.2088584561283193,Terasort,PID-Sched
1.2780425793314512,Terasort,PID-Sched
1.2722337708387192,Terasort,PID-Sched
1.2637724972144584,Terasort,PID-Sched
1.274067694134341,Terasort,PID-Sched
1.2926336424988587,Terasort,PID-Sched
1.2720448916844982,Terasort,PID-Sched
1.2728149567523275,Terasort,PID-Sched
1.317212086572922,Terasort,PID-Sched
1.2205467716131797,Terasort,PID-Sched
1.1645070268416051,Terasort,PID-Sched
1.2127617274778832,Terasort,PID-Sched
1.2367741489322994,Terasort,PID-Sched
1.1770247699492702,Terasort,PID-Sched
1.2739619674368767,Terasort,PID-Sched
1.311759707761954,Terasort,PID-Sched
1.2504313824794933,Terasort,PID-Sched
1.1887562383169086,Terasort,PID-Sched
1.3753213215918525,Terasort,PID-Sched
1.2133018462589384,Terasort,PID-Sched
1.2717500272834121,Terasort,PID-Sched
1.3218769184505752,Terasort,PID-Sched
1.2919848451434277,Terasort,PID-Sched
1.2739663154914078,Terasort,PID-Sched
1.2660734305335843,Terasort,PID-Sched
1.2627761243493028,Terasort,PID-Sched
1.2330570617823773,Terasort,PID-Sched
1.2054958946535352,Terasort,PID-Sched
1.2363700083791098,Terasort,PID-Sched
1.1859029437417152,Terasort,PID-Sched
1.2787205444065581,Terasort,PID-Sched
1.3822733699870071,Terasort,PID-Sched
1.2647908656090567,Terasort,PID-Sched
1.3713649931510732,Terasort,PID-Sched
1.273115126694101,Terasort,PID-Sched
1.3119033737390369,Terasort,PID-Sched
1.2923234034018378,Terasort,PID-Sched
1.1875245769800773,Terasort,PID-Sched
1.2431119034262421,Terasort,PID-Sched
1.2415085080023518,Terasort,PID-Sched
1.192502083860043,Terasort,PID-Sched
1.377569418445404,Terasort,PID-Sched
1.2177471089933274,Terasort,PID-Sched
1.1981745047056496,Terasort,PID-Sched
1.2491531344901847,Terasort,PID-Sched
1.236158924676116,Terasort,PID-Sched
1.273165176346752,Terasort,PID-Sched
1.3295690340686224,Terasort,PID-Sched
1.2006172344641666,Terasort,PID-Sched
1.2042815620576208,Terasort,PID-Sched
1.1796436017298075,Terasort,PID-Sched
1.359290002239084,Terasort,PID-Sched
1.3848595503731833,Terasort,PID-Sched
1.2131076497071909,Terasort,PID-Sched
1.238524702170469,Terasort,PID-Sched
1.248009286067576,Terasort,PID-Sched
1.2373792589415196,Terasort,PID-Sched
1.2585800738216242,Terasort,PID-Sched
1.2463516716811087,Terasort,PID-Sched
1.2785707006947429,Terasort,PID-Sched
1.3186588692312924,Terasort,PID-Sched
1.2665011354926867,Terasort,PID-Sched
1.3307314070416596,Terasort,PID-Sched
1.174428057290557,Terasort,PID-Sched
1.2315626723077404,Terasort,PID-Sched
1.2732223501771125,Terasort,PID-Sched
1.230679203943965,Terasort,PID-Sched
1.1360484194997154,Terasort,PID-Sched
1.1601029319058547,Terasort,PID-Sched
1.2484819335473623,Terasort,PID-Sched
1.3021024536465793,Terasort,PID-Sched
1.243348602144914,Terasort,PID-Sched
1.34840063831616,Terasort,PID-Sched
1.314877441807516,Terasort,PID-Sched
1.274519634385598,Terasort,PID-Sched
1.3898738774095534,Terasort,PID-Sched
1.3096447117454642,Terasort,PID-Sched
1.1641450633277401,Terasort,PID-Sched
